u,g,r,i,z,cluster
26.68561,23.08806,21.98245,20.47508,19.79567,1
25.68948,22.3602,21.37797,21.35179,21.723,1
23.67974,24.25958,22.95476,23.39163,23.33305,1
18.65508,16.87348,16.05235,15.62102,15.33448,0
19.99558,18.00891,16.86874,16.35832,15.94773,0
21.34059,21.18613,20.19461,19.35635,19.04219,2
23.06211,21.26585,19.69682,18.69296,18.38695,2
22.78551,20.54212,18.84926,18.22865,17.88447,2
20.88427,20.73189,20.59694,20.5123,20.27408,2
22.86784,21.76244,21.64847,22.04327,21.95706,1
22.42968,22.77265,20.58006,19.41965,18.92962,2
22.63041,21.99914,21.72941,22.12382,21.61461,1
26.40875,22.1664,20.62362,19.65252,19.31895,1
22.11147,22.19331,22.18004,21.63606,21.12254,1
21.33972,19.33321,17.88698,17.33514,16.98006,0
25.85305,21.419,19.59584,18.74491,18.32739,2
17.68675,16.4453,16.00829,15.84068,15.77711,0
20.9323,20.43005,19.24534,18.73747,18.28498,2
24.05046,23.55703,22.28037,20.36372,19.66612,1
22.13424,22.00251,22.02349,21.88127,21.48597,1
25.58872,22.08713,20.56065,19.80106,19.41336,1
20.86616,19.68577,19.4461,19.3445,19.30692,2
22.5711,21.55922,20.14207,19.25542,18.87032,2
21.32461,18.84313,17.56623,17.05461,16.71644,0
22.94425,21.02357,19.17473,18.53566,18.01392,2
21.71027,20.87718,19.56503,18.80988,18.49651,2
20.40272,20.11635,19.91913,19.81687,19.4336,2
26.4383,24.38268,22.16403,20.73209,19.83531,1
20.93155,20.7675,20.48327,20.42313,20.37397,2
21.43693,21.21647,21.01461,20.79104,20.38021,1
20.94444,18.8481,17.67747,17.19618,16.88009,0
17.51089,16.44708,15.987,15.80021,15.61484,0
20.28028,20.25237,20.15804,19.85915,19.87312,2
23.28698,22.10068,19.46231,18.58479,18.30298,2
22.41457,21.10474,19.34598,18.66567,18.29251,2
23.58522,22.5521,21.99021,22.08814,21.49186,1
23.55915,22.82925,21.81799,20.99715,20.73242,1
19.94222,18.48869,17.64571,17.23742,16.93577,0
23.56002,23.22661,22.70955,21.88488,22.57274,1
23.99364,23.16586,21.11168,19.97956,19.43178,1
17.08717,15.98539,15.6396,15.52105,15.48226,0
16.7561,15.78762,15.51064,15.39428,15.36848,0
25.42681,23.36822,21.5237,20.47847,19.77875,1
23.31808,23.24527,21.24369,20.13508,19.45313,1
21.79758,20.89956,21.91365,21.45473,21.77094,1
24.06152,24.64609,20.91693,20.1462,22.8277,1
23.38017,20.48626,18.68909,18.02669,17.65422,2
19.19541,17.92987,17.31759,16.97105,16.71395,0
22.61945,20.51326,20.3406,20.27753,20.40154,1
22.45811,21.6517,21.50536,21.56098,21.23594,1
25.58232,23.6341,21.58054,20.33357,19.32456,1
26.06172,22.04245,20.32265,19.17085,18.83841,1
24.63354,22.57119,20.81949,19.98159,19.56251,1
20.04342,18.25065,17.39985,16.98638,16.63653,0
22.42447,21.62391,19.99139,19.09384,18.91938,2
21.49345,20.72748,19.78058,18.99666,18.43332,2
23.95771,22.0844,20.48494,19.60434,19.10653,1
19.41794,18.02864,17.36627,16.95392,16.75364,0
22.73179,23.26547,21.87533,20.64392,19.83806,1
23.72707,22.5227,20.45534,19.38866,18.83019,1
21.55008,20.5024,20.54348,20.67558,20.97865,1
20.10213,18.14995,17.17535,16.75259,16.44418,0
20.41187,19.47819,19.2075,19.09306,19.01989,2
19.1649,18.07661,17.72443,17.59043,17.56063,0
22.19761,21.11613,19.83813,19.66969,19.18909,2
17.39743,16.19175,15.63834,15.27667,15.03902,0
25.08411,20.907,20.40953,20.47804,20.71344,1
19.70178,19.2986,18.96274,18.66815,18.55648,2
22.12283,21.37665,21.2625,21.26203,21.13058,1
22.23788,21.62469,21.43725,21.49973,21.21334,1
21.92617,20.81203,20.51801,20.41078,20.00497,1
25.70041,23.10128,21.63499,20.27444,19.56777,1
18.33262,16.29118,15.3018,14.81997,14.45467,0
19.90402,17.91471,16.76668,16.23609,15.78083,0
19.01896,17.27753,16.46931,16.12742,15.96579,0
17.21028,16.31072,16.00649,15.87905,15.83745,0
19.22087,17.93468,17.32004,16.88342,16.62801,0
26.75338,24.66773,22.63416,20.69434,20.4477,1
19.29334,17.62872,16.81236,16.41915,16.13597,0
19.60637,19.42164,18.87198,18.7058,18.66472,2
22.54729,20.98261,19.20289,18.51868,17.97509,2
19.83084,17.77813,16.71058,16.25688,15.91206,0
22.10824,21.34364,21.11965,20.84282,20.93825,1
21.17591,19.71569,18.12454,17.53367,17.13078,0
22.60416,22.41949,20.42643,19.43639,19.10534,2
20.90415,20.3723,20.09353,19.96756,19.90119,2
23.37601,20.43968,18.79659,18.16071,17.80289,2
22.67227,22.55181,21.96026,21.89689,23.41463,1
19.77621,18.92337,18.59745,18.45579,18.42545,2
16.57834,14.72509,13.84837,13.44585,13.06557,0
20.45588,18.41671,17.56735,17.18491,16.89118,0
21.91139,19.52065,18.14506,17.57327,17.24564,2
19.89448,17.82949,16.75421,16.30912,15.94887,0
22.44608,22.7418,22.11346,21.413,20.8636,1
22.4129,22.10276,21.84111,22.05447,21.54198,1
22.80741,22.77673,20.55225,19.42554,18.68279,2
22.32918,22.76573,20.9351,20.01994,20.33121,1
23.51121,23.11561,22.04703,20.84587,19.62971,1
21.31956,19.5142,18.57213,18.19104,17.87796,2
22.95396,22.62378,22.38451,21.62367,21.18802,1
24.40263,22.3334,20.56339,19.42677,18.90214,1
21.25713,18.88723,17.75085,17.08197,16.66816,0
22.4,19.50853,18.02292,17.13847,16.64848,0
24.80204,22.19764,20.66318,19.63016,19.13869,1
18.89752,17.38481,16.83387,16.63794,16.52186,0
18.15768,16.06743,15.04968,14.60797,14.24691,0
22.19207,21.45408,21.5287,21.35722,21.77109,1
19.55489,18.90068,18.54801,18.04188,18.14315,0
25.43233,21.28924,20.377,20.08623,19.73572,1
24.50149,21.32178,19.45365,18.8657,18.45739,2
24.97099,22.44521,20.7088,19.74561,19.39458,1
25.14715,21.19799,20.48134,20.11201,20.06153,1
26.39931,22.60229,21.08483,20.17281,19.483,1
25.21621,22.17738,21.69114,21.48166,21.63667,1
19.9653,25.64135,25.33376,23.03091,21.72022,1
24.42754,23.0112,21.45092,20.38532,19.63264,1
23.19402,21.50293,19.85812,19.00918,18.49172,2
19.31367,17.5139,16.57738,16.09984,15.74831,0
18.94157,18.87563,18.91927,18.72547,18.68102,2
19.1282,17.9695,17.42461,17.12337,16.90501,0
23.54085,21.82855,20.38518,19.47592,19.05914,2
25.01615,21.24707,19.45388,18.59896,18.21598,2
23.40932,22.02227,20.13188,19.16365,18.74124,2
19.11288,17.07441,16.15045,15.7315,15.48705,0
20.88611,21.10231,20.73229,20.63586,20.96821,1
19.63187,19.31837,18.71229,18.4643,17.86199,2
22.14063,23.96648,21.8113,20.4453,19.56233,1
19.39154,19.34803,19.10015,18.97772,18.95078,2
22.19748,21.60946,21.00629,20.34537,19.89242,1
22.34393,20.56839,18.90509,18.26676,17.94072,2
21.41826,21.24234,21.33688,20.9683,20.63768,1
25.44243,20.77028,19.6617,19.08481,18.83176,2
23.46033,22.59278,20.58988,19.41119,18.94771,1
24.43628,22.46896,20.62512,19.65319,19.13942,1
24.94865,22.69898,20.84588,19.80945,19.36327,1
23.19078,22.40405,21.85536,20.76161,20.4113,1
20.46901,18.68671,17.56502,17.11064,16.70584,0
19.19694,17.84441,17.35117,17.1382,17.06348,0
19.06872,17.67688,17.02561,16.60979,16.36445,0
23.49578,22.98358,20.65305,19.72471,19.14981,1
19.50895,17.72561,16.92305,16.5591,16.25845,0
23.86511,23.59884,21.44389,20.30888,19.51381,1
23.82105,26.10416,22.27388,20.85621,19.63452,1
20.47353,18.39122,17.20955,16.74118,16.38817,0
20.47625,19.47177,19.44755,19.42479,19.38405,2
20.52361,20.30546,20.4054,20.11979,20.16681,2
22.12726,21.40646,19.8133,18.98464,18.35733,2
17.01507,16.12064,15.83885,15.7454,15.719,0
25.11825,23.00931,21.48136,20.04076,19.28855,1
22.25628,20.54152,18.88421,17.93713,17.4071,2
23.50765,20.69597,19.34426,18.42015,17.93838,2
21.21949,20.80087,20.43976,20.02662,19.70021,2
20.0827,17.76711,16.55299,16.03164,15.64402,0
21.77711,19.51282,17.98235,17.43009,17.05372,0
22.6958,21.54521,19.91038,19.06612,18.62538,2
22.61739,22.37301,21.8947,21.0531,21.09891,1
21.53072,21.98533,21.99422,21.84775,21.07559,1
23.70998,21.70868,21.18481,20.50947,20.26788,1
22.3159,20.68478,19.28501,18.77608,18.40978,2
21.64907,21.50088,21.33467,21.30094,21.0101,1
21.54969,21.22917,20.7756,20.85987,20.74411,1
21.60593,20.9069,20.80696,20.78563,20.42303,1
19.80658,17.90575,16.99644,16.57313,16.28789,0
22.35643,21.54839,21.29696,21.58442,21.22486,1
23.37173,21.2182,19.45143,18.63505,18.18505,2
23.27077,21.72297,19.94985,18.91265,18.40974,2
22.66972,21.65961,21.60603,21.60367,21.1049,1
23.55228,22.19087,20.41651,19.53828,19.10606,1
19.64522,18.74232,18.41677,18.22095,17.92318,0
24.44702,22.03686,21.81703,21.92107,21.48404,1
22.74131,21.85107,20.5687,19.7365,19.1177,2
23.03926,22.54082,22.43281,22.12872,21.62466,1
21.22253,18.61669,17.59665,17.10328,16.7349,0
21.15561,20.86742,20.43954,20.45274,20.10563,2
21.93905,21.34699,19.98548,18.84643,18.43943,2
20.68363,19.19731,18.48424,18.14083,17.90279,2
20.28118,19.41699,18.94777,18.6873,18.58772,2
19.69745,18.25928,17.5409,17.08198,16.81007,0
22.53804,21.9621,21.72827,21.74751,21.07951,1
20.22509,18.47471,17.60203,17.12348,18.63526,0
20.32245,19.36778,18.94721,18.80059,18.74428,2
22.80953,22.44368,20.93297,19.73807,19.11744,1
24.26927,22.71618,22.02618,21.01123,20.07414,1
26.36843,21.00314,19.07791,18.19706,18.05259,2
25.65945,22.06042,20.43259,19.47232,18.92012,1
23.41145,21.9083,21.25712,20.9283,20.40115,1
22.33523,21.71567,20.34556,19.84855,19.67228,2
17.64161,16.44111,16.04581,15.90803,15.86217,0
24.63468,21.79192,22.12183,21.07656,22.37057,1
20.09768,19.46272,19.2721,19.26176,18.925,2
23.27163,21.63926,19.89163,18.83168,18.36243,2
23.10591,22.31371,20.96852,19.90928,19.23019,1
22.81175,22.8557,22.55348,21.70282,22.54365,1
22.22326,21.60212,20.08984,18.87859,18.40576,2
22.00739,22.22021,20.63618,19.80189,19.27223,1
23.89822,23.29814,21.46965,20.34663,19.64112,1
27.46361,20.61513,18.926,18.17893,18.04882,2
24.47952,25.11463,21.90663,20.8755,19.88959,1
22.98087,22.08191,21.48984,21.36869,20.81793,1
24.53735,23.99479,22.87107,22.45379,22.74175,1
22.84229,21.80338,20.40114,19.72331,19.38928,2
20.53089,18.47597,17.37351,16.92576,16.62837,0
18.84806,17.88417,17.55581,17.45824,17.41221,0
20.74964,18.58965,17.44148,16.94059,16.52257,0
20.28824,18.91231,17.58179,17.04292,16.63251,0
23.37812,21.96049,20.21878,19.24736,18.69676,2
25.46931,24.12575,21.79648,20.56844,19.72631,1
23.86799,22.29866,21.13293,20.12348,19.80742,1
21.31026,21.346,21.48036,21.04307,21.24091,1
21.75542,21.43185,21.44126,21.0913,20.885,1
21.39174,20.78365,20.57406,20.61868,20.48267,1
25.28922,24.4453,22.64518,19.87058,18.43095,1
19.16044,17.98348,17.39124,17.13705,17.00092,0
25.44708,21.27313,19.49679,18.80949,18.39965,2
24.26849,20.8874,19.95391,19.54885,19.32363,2
18.12821,18.09136,17.81938,17.69071,17.66212,0
19.51569,18.08945,17.27514,16.79954,16.47455,0
26.26071,22.08068,21.47637,21.02047,21.04202,1
22.23856,21.6495,21.35192,21.28717,20.77296,1
21.65701,18.88328,17.88787,17.3981,17.12428,0
21.59587,20.78304,20.53337,20.45484,20.30095,1
18.93601,17.97501,17.62053,17.51303,17.42566,0
17.80526,16.60975,16.01056,15.66046,15.39482,0
19.05957,17.85267,17.34659,17.03967,16.95288,0
24.36736,21.53196,20.22243,19.43032,18.86045,2
22.82319,22.22885,22.35882,22.04231,22.40268,1
25.44147,24.45848,21.95433,20.55449,19.81624,1
19.67813,17.78103,16.86906,16.46451,16.11659,0
24.60493,24.37053,21.61151,20.59145,19.33088,1
22.31978,21.54743,21.16063,20.93603,21.68513,1
24.87132,21.26867,19.39202,18.76021,18.41579,2
22.07179,21.01356,20.35302,20.12566,20.06783,2
23.14626,21.68863,20.3815,19.51406,19.1481,2
24.001,22.89896,21.2127,20.19106,19.52905,1
18.93863,16.82466,15.96029,15.64293,15.50878,0
18.38409,16.80887,16.21927,16.00144,15.91043,0
24.77458,20.23267,18.7455,18.08122,17.71747,2
26.4606,22.98301,21.52645,20.43177,19.47141,1
23.17069,23.28034,22.44509,21.9723,21.28358,1
21.97705,19.07171,17.68993,16.98915,16.59599,0
22.52342,21.7378,21.65797,21.3567,20.94382,1
23.6927,21.74502,20.88257,20.61349,20.2716,1
25.14611,23.25719,21.60558,20.40158,19.74303,1
25.38302,22.06038,20.59768,19.19258,18.47294,1
18.72808,18.57866,18.56524,18.34481,18.34705,0
19.5556,17.80948,16.9976,16.61414,16.31017,0
19.64941,18.61539,18.34699,18.27306,18.25878,0
21.70482,21.38898,21.24272,21.26952,21.62519,1
20.88591,20.91243,20.48784,20.50822,20.47621,1
18.61861,17.0955,16.29838,15.84122,15.55039,0
21.00793,19.62881,18.17052,17.6581,17.31138,0
19.30279,17.46634,16.66393,16.28102,15.95047,0
21.8455,21.57141,21.03325,20.73962,20.29757,1
19.52563,18.20859,17.5195,17.14411,16.77443,0
22.13983,19.93318,18.40284,17.80746,17.4614,2
25.88199,22.05958,20.32896,19.3827,18.96585,1
22.46639,23.59152,21.65757,20.54868,19.89394,1
24.27997,22.57303,21.17591,19.92605,19.37923,1
23.18791,22.42964,22.31694,22.33712,21.62038,1
21.87954,21.50365,21.27792,21.36819,20.87557,1
21.32733,20.823,20.69923,20.78551,20.69761,1
21.74613,20.00378,18.90039,18.33545,17.86698,2
25.1137,22.51104,20.56407,19.56975,19.11935,1
22.54805,22.76169,20.35292,19.07431,18.60503,2
23.68105,25.51945,21.53962,20.38435,19.62528,1
22.97214,22.84304,22.30227,21.8057,21.34198,1
24.00629,20.55503,19.15505,18.52443,18.17481,2
24.54003,21.29415,20.05575,19.3418,18.8505,2
21.73786,21.35933,21.07057,20.98015,20.64411,1
22.81867,19.31952,17.9062,16.92105,16.38139,0
21.96426,21.81038,21.70578,22.00398,22.16802,1
21.51963,20.42449,18.66089,18.08838,17.74414,2
24.58125,22.53161,22.30119,22.25506,21.56607,1
25.57121,23.54592,21.5372,20.26272,19.52329,1
24.5114,23.87466,21.79861,20.62796,19.97372,1
21.22466,21.40219,20.9441,20.8393,20.70275,1
23.16568,20.96497,19.25658,18.61027,18.14582,2
24.63467,21.1953,21.07421,20.29517,21.2244,1
21.05588,21.04908,20.8889,20.68183,20.50141,1
26.68688,20.95891,19.23215,18.60001,18.07898,2
21.56447,19.33595,17.89822,17.33648,16.95114,0
23.8182,23.38778,21.4697,20.4593,19.47703,1
18.52695,17.0962,16.34082,15.94556,15.6283,0
19.58393,18.02201,17.02124,16.58774,16.22492,0
21.20593,21.18039,20.85188,20.93446,20.82805,1
26.1571,24.0893,21.17985,20.06539,19.25286,1
24.42618,20.92206,19.07642,18.41232,17.94411,2
25.01108,22.61547,20.72947,19.73719,19.27337,1
20.37801,19.402,18.9955,18.85793,18.79765,2
23.09723,19.8951,18.12447,17.51174,17.19533,2
26.20761,24.36081,22.01433,20.88616,19.83771,1
21.80655,21.27338,21.10211,21.20774,20.80268,1
20.57071,20.20222,20.16737,19.99006,19.79771,2
18.95394,17.59135,17.08656,16.71968,16.48973,0
23.27332,20.36435,18.83906,17.31851,16.4801,2
20.78681,18.71673,17.47467,16.95853,16.59977,0
18.09738,16.49949,15.72964,15.35405,15.06985,0
20.51228,18.74496,17.62286,17.12132,16.80502,0
25.29159,22.59291,20.71907,19.61247,19.22148,1
23.24291,22.5622,20.59337,19.60027,19.18011,1
19.7247,19.20797,19.23845,19.27566,19.05223,2
22.87532,21.52593,20.34943,19.59048,19.28831,2
23.12732,23.01031,21.32607,20.12157,19.7669,1
20.44049,18.66343,17.37084,16.87298,16.48491,0
21.9414,22.32297,20.81828,19.84959,19.17505,1
21.72168,19.49665,17.89764,17.27415,16.90419,0
22.53385,21.18553,19.36257,18.71324,18.29646,2
20.58262,18.39272,17.29399,16.82568,16.57578,0
21.30689,19.73911,18.16409,17.60542,17.23815,0
24.35389,22.34684,20.60641,19.48211,18.93466,1
21.70708,20.9879,19.13526,18.50856,18.01447,2
23.37498,21.27487,19.4956,18.2774,17.581,2
21.93437,21.19115,21.17893,20.92109,20.73209,1
26.20495,22.51732,21.30422,20.10063,19.41593,1
23.94388,22.43531,20.97272,19.72241,19.34893,1
23.6977,24.93521,21.91739,20.77007,19.64809,1
22.95301,22.23219,21.82849,21.97141,20.95252,1
19.07102,17.8,17.20863,16.86883,16.61692,0
24.32026,21.49508,19.58566,18.92647,18.49279,2
21.20359,20.21926,19.52255,19.0541,18.86028,2
23.44679,22.03938,20.49487,19.54633,19.14093,1
23.44831,21.79977,19.95324,18.86678,18.53221,2
17.39597,15.87542,15.09764,14.71018,14.40481,0
23.17629,22.77314,21.52369,20.86713,20.37786,1
21.30592,20.26798,20.02607,19.84949,19.76644,2
22.95325,21.37543,19.81267,19.04841,18.49175,2
23.45436,21.52142,20.20159,19.4123,19.08658,2
18.12534,16.88958,16.39085,16.19575,16.10496,0
23.60101,22.34739,21.88529,21.72528,21.74399,1
24.14486,22.73841,21.49154,20.13899,19.37261,1
21.36992,19.29275,17.84975,17.34356,16.97415,0
22.51249,21.51914,20.32903,19.37404,19.1219,2
21.21371,18.4542,17.43166,17.09542,16.90432,0
25.51359,22.21103,20.59278,19.67463,19.26565,1
19.07563,17.47595,16.75371,16.44191,16.27391,0
18.99225,17.4069,16.54162,16.12636,15.87192,0
27.0016,22.07303,20.54384,19.67503,19.2883,1
22.42661,21.05891,20.92809,20.88029,20.99762,1
18.20448,16.59712,15.84211,15.45701,15.17403,0
25.92442,22.6004,21.18067,20.25687,19.92351,1
22.41173,20.36726,19.4822,19.12311,18.88376,2
22.65214,19.97685,19.60972,19.502,19.3566,2
24.29846,21.53273,21.38247,21.34136,21.62397,1
22.91444,21.73755,21.85889,22.09169,22.27119,1
22.68497,21.34158,19.47351,18.85299,18.41129,2
22.35688,19.41198,18.87452,18.79485,18.6637,2
24.67797,22.86344,20.81472,19.7402,19.0451,1
22.6995,21.44468,19.99625,19.19421,18.7092,2
20.27987,17.9455,16.91529,16.53813,16.34568,0
23.84915,22.54154,21.05952,19.92902,19.53522,1
22.48265,20.76685,19.40666,19.05438,19.17167,2
23.10947,22.57363,20.93276,19.78699,19.23725,1
17.20913,15.86561,15.32701,14.99331,14.80316,0
23.22383,22.07817,21.82129,21.99699,22.0583,1
23.45915,21.33688,21.08636,20.99741,21.37021,1
22.5924,20.55875,20.24755,20.06361,19.78809,2
23.86011,22.87101,21.02062,19.84304,19.36016,1
17.70832,16.60293,16.21125,16.0497,15.98337,0
20.30937,18.36324,17.23218,16.80921,16.45069,0
22.63502,22.02586,20.89833,19.92007,19.50355,1
23.03246,22.28979,21.27628,20.86379,20.42815,1
21.35666,19.17783,17.73101,17.2093,16.87305,0
19.5178,17.87512,17.05853,16.66858,16.36241,0
22.8271,21.76892,19.96799,19.08955,18.69979,2
25.86017,24.52838,21.87863,20.64813,20.53878,1
21.67509,19.16865,18.47505,18.24729,18.52755,2
17.99872,17.91327,18.26107,18.54571,18.85586,0
21.54266,20.8616,20.76802,20.56815,20.09437,1
21.26289,19.68772,18.2192,17.6591,17.21766,0
24.64694,22.25689,20.3309,19.42817,18.79703,1
22.25139,21.04665,19.97131,19.24797,18.77998,2
22.01799,21.47241,20.40586,19.71303,19.41006,2
22.12432,21.50687,21.29592,21.21132,21.27169,1
22.94219,23.80965,21.86402,20.6075,19.68595,1
19.82793,18.23241,17.3312,16.90324,16.51388,0
22.01785,21.34433,21.12377,20.90223,20.95444,1
21.64539,20.83639,20.82616,20.81463,21.19402,1
24.52841,22.35309,21.30325,20.52604,20.16488,1
19.54141,17.93719,17.19785,16.78583,16.50932,0
26.32479,22.2409,20.27129,19.10433,18.5743,1
21.22252,19.15095,17.80221,17.27248,16.87085,0
23.39152,22.52255,21.48261,20.17084,19.71045,1
19.94923,19.66899,19.27956,19.01158,18.74273,2
19.11097,18.9795,18.67891,18.35577,18.17244,0
23.23952,20.40222,18.77223,18.21657,17.78692,2
25.54332,22.38387,20.76942,19.84456,19.08352,1
21.70744,19.28339,17.76865,16.85805,16.33433,0
19.64525,17.90924,17.14067,16.79627,16.48446,0
22.95375,20.60494,19.81411,19.52425,19.24816,2
24.68159,23.71863,21.56889,20.3856,19.59361,1
20.62367,19.61561,19.18352,19.05789,19.02041,2
23.38004,23.12535,21.99799,21.44296,21.29818,1
22.5704,20.7656,19.04879,18.43548,18.14698,2
20.03343,19.56602,19.4368,19.2984,19.12813,2
21.32225,20.29292,20.10291,19.89845,19.52472,2
23.22903,21.92584,20.35492,19.50769,19.07169,2
20.48717,18.65513,17.44244,16.93577,16.54638,0
21.52732,21.66046,21.17778,21.07494,20.84343,1
23.61612,22.33562,20.36664,19.21563,18.73516,2
23.91198,23.44289,22.5839,21.61785,21.41947,1
18.81808,17.35077,16.60319,16.19237,15.90818,0
24.16193,21.69602,20.35476,19.55755,19.21156,1
23.03831,23.35074,21.09611,20.09581,19.66454,1
22.60989,21.41577,19.91004,19.11417,18.65589,2
25.84036,21.472,20.33315,19.62337,19.45213,1
20.00572,19.54815,19.37841,19.0896,19.10042,2
24.00887,22.03365,20.3413,19.40525,19.03002,1
25.89466,20.28284,19.70164,19.56717,19.5729,2
27.15717,23.49242,21.70061,20.52175,19.87272,1
23.44688,20.25823,18.48258,17.71834,17.31222,2
24.23453,24.01717,22.74551,22.63996,21.79823,1
20.24715,18.97472,18.40003,18.17201,18.02312,2
21.52566,18.72038,17.12388,16.33406,15.94141,0
24.49591,22.36403,20.84282,19.80964,19.18655,1
25.68932,21.59677,19.79564,18.91224,18.54576,2
20.81214,19.92691,19.63468,19.46422,19.42463,2
26.759,21.89351,20.36962,19.47112,18.97487,1
21.5878,20.94604,20.33808,20.16767,19.72327,2
21.2676,20.76447,20.28109,20.18644,19.77674,2
18.62638,17.50801,17.13787,17.01153,16.98273,0
21.02932,20.60024,19.88908,19.55711,19.22288,2
19.80101,19.50025,19.07947,18.94941,18.85913,2
23.93388,21.81181,21.58181,21.45743,20.91671,1
20.16493,20.17917,20.05955,19.92881,19.80322,2
20.52822,18.78474,17.76071,17.32908,17.02918,0
26.44077,21.97326,20.43016,19.32596,18.54607,1
21.87473,21.38545,21.13351,21.04563,21.01453,1
20.26816,19.06825,18.49153,18.13439,17.93966,2
23.66265,23.06512,20.83922,19.50574,18.90337,1
23.11222,23.1113,21.60036,20.60613,20.32693,1
23.10527,22.23616,20.57931,19.56754,19.0913,1
21.67433,21.51466,21.46272,21.45736,21.02601,1
17.93562,16.90687,16.47384,16.24796,16.08186,0
19.34375,18.07431,17.60009,17.26951,17.08463,0
20.49914,18.46101,17.30687,16.85161,16.50356,0
24.26143,22.23255,20.89303,19.81343,19.414,1
21.79794,21.60892,21.57938,21.10914,22.00367,1
22.41078,21.12583,20.94418,21.00877,20.96032,1
24.29149,21.9398,20.6445,19.73696,19.19317,1
24.58572,23.41877,22.24736,21.14275,20.04815,1
23.76654,21.95654,20.58242,19.82164,19.54018,1
19.92297,24.772,24.06474,23.60441,22.57315,1
20.26008,18.44255,17.47915,17.07231,16.73347,0
18.31776,16.9602,16.33097,15.95974,15.63339,0
25.45914,21.21747,20.42406,20.17736,19.79671,1
19.63004,17.82962,17.08277,16.61908,16.32919,0
24.61826,21.57999,21.12365,21.03225,21.46655,1
22.59506,19.76295,18.32375,17.75988,17.35157,2
24.25379,21.79414,20.21191,18.61073,17.74136,2
20.82347,20.56042,20.34313,20.21763,20.15507,2
23.89746,23.04277,21.15365,20.24836,20.04415,1
19.35012,17.51778,16.60331,16.19954,15.88772,0
23.00608,21.4403,19.58821,18.86254,18.43633,2
20.6249,19.62239,19.24017,19.13221,19.02886,2
24.02104,22.47687,22.24806,21.64274,21.14719,1
22.59683,22.25287,21.86744,21.372,20.79292,1
19.08747,18.23643,17.97536,17.85682,17.82199,0
21.48676,21.19985,21.05684,20.77043,20.62994,1
19.65337,18.34288,17.65997,17.30055,17.0727,0
19.53474,18.6269,18.2912,18.16718,18.09916,0
17.49365,16.61576,16.26319,16.12258,16.07619,0
24.43811,21.10547,19.33264,18.57103,18.12495,2
19.23838,19.02667,18.69237,18.63152,18.69464,2
20.7698,20.4888,20.09934,20.12136,19.99664,2
18.81699,17.85076,17.45067,17.1913,17.07941,0
18.87629,17.32848,16.48254,16.07764,15.74466,0
21.8483,21.70157,21.58038,21.00601,21.04556,1
18.75176,16.96109,16.28214,16.05854,15.96477,0
19.32137,17.32403,16.31073,15.88865,15.5392,0
24.66757,22.90957,22.14024,21.69007,21.49541,1
20.17418,19.77181,19.70557,19.86555,19.61845,2
22.50912,22.22562,22.08776,22.01451,21.67271,1
21.58961,20.5653,19.23922,18.78785,18.27879,2
26.25304,21.35804,19.68221,18.78998,18.45218,2
27.07874,22.13592,19.80677,18.93491,18.56259,1
22.26049,21.85097,21.80325,21.60905,21.25651,1
24.8793,22.17774,20.68969,19.66085,19.19205,1
20.87529,20.52689,20.08667,19.96605,19.95884,2
22.76972,21.87361,20.05618,19.04444,18.46843,2
19.84433,18.56999,18.08411,17.9194,17.86264,0
20.00149,18.00849,16.92712,16.4557,16.13083,0
19.60464,18.38168,18.39069,18.45831,18.56787,0
25.05763,22.80019,22.83345,22.08962,23.21513,1
21.38411,20.84881,20.25718,20.05864,20.00133,2
24.56467,21.5502,20.29033,19.53975,19.42818,1
18.83358,17.73063,17.35632,17.19784,17.14778,0
18.64879,17.53206,17.2207,16.96273,16.94387,0
22.0404,20.76344,19.06065,18.41297,17.93489,2
21.62698,20.69555,20.52154,20.44581,20.35902,1
19.47116,18.14767,17.62038,17.4347,17.35062,0
22.55907,20.24181,18.61803,18.07992,17.72811,2
19.56597,18.94942,18.84129,18.75033,18.52708,2
22.12399,19.43256,18.27373,17.83377,17.63654,2
19.9559,19.75046,20.15038,20.38478,20.89714,2
24.52495,22.90552,21.88895,20.42872,19.53441,1
19.64748,17.73179,16.74531,16.3322,15.98763,0
17.79171,16.72181,16.35775,16.17124,16.05874,0
20.41986,18.38998,17.1695,16.66208,16.37431,0
25.21097,21.32142,19.38395,18.80787,18.38301,2
24.40602,21.40584,20.13716,19.15402,18.75102,2
20.4981,19.45201,19.03974,18.92427,18.50794,2
24.56162,24.38376,21.85779,20.84889,19.92737,1
18.60302,17.29913,16.56998,16.13174,15.82325,0
21.75525,21.2262,19.85051,19.20216,18.92005,2
18.17236,16.33244,15.61356,15.34916,15.2427,0
22.33606,22.71893,21.13764,19.87585,19.41785,1
20.32379,20.21276,19.92762,19.97025,19.9231,2
26.19174,23.46734,21.65064,20.35346,19.58255,1
18.06481,16.9116,16.36622,16.01916,15.85811,0
24.07227,21.64439,20.06301,19.11291,18.69518,2
24.34628,22.28501,21.08007,19.83681,19.37184,1
25.19646,21.77507,20.79209,19.86567,19.89753,1
22.11505,20.63643,18.75622,18.11826,17.65861,2
21.13783,19.0598,18.06986,17.61607,17.26084,0
19.01081,17.77581,17.13378,16.72464,16.45409,0
22.56064,22.36391,21.91274,21.25447,21.12755,1
25.5217,22.06472,21.57312,21.57996,21.53869,1
25.93677,21.51134,20.20685,18.76049,17.76764,2
